HEADER_NUMBER,ACCOUNT_NUMBER,SYSTEM_VALUE,POSTING_DATE,EFFECTIVE_DATE,ACCOUNT_ENTRY_DESCRIPTION,ACCOUNTING_PERIOD,USER_NAME,ENTRY_SOURCE,YEAR,MONTH,DAY,POSTING_DAY_OF_WEEK,WEEKEND_POSTING,DAYS_BETWEEN_POST_AND_EFFECTIVE,ABS_VALUE,IS_LARGE_VALUE,ACCOUNT_USAGE_COUNT,USER_ACTIVITY_LEVEL,DESC_LENGTH,HAS_KEYWORDS,DAILY_ENTRIES_BY_USER,USER_VALUE_STD,TRANSACTION_ACCOUNT_PAIR_COUNT,ENTRY_SOURCE_ENC,USER_NAME_ENC,ANOMALY_SCORE,IS_ANOMALY
174963,402002,29520.48,2024-07-23,2024-07-23,22306 7/17/2024 SECURITY SERVICES,7,USER1,MANUAL ENTRY,2024,7,23,Tuesday,False,0,29520.48,0,2464,38086,33,0,660,6172512.304013386,10,1,0,0.13371427695478155,0
19140,200001,-297177.31,2024-06-11,2024-06-11,BS TRANSLATION MAY 2024,5,USER1,AUTOMATED ENTRY,2024,6,11,Tuesday,False,0,297177.31,0,16177,38086,23,0,1375,6172512.304013386,70,0,0,0.09964625296930052,0
19092,310004,-187.37,2024-05-11,2024-05-11,RECEIPTS  TRANSLATIONS APR 2024,4,USER1,AUTOMATED ENTRY,2024,5,11,Saturday,True,0,187.37,0,6889,38086,31,0,2601,6172512.304013386,676,0,0,0.15588190354593595,0
172857,402002,8531.81,2024-05-28,2024-05-28,21760 5/7/2024 WASTE REMOVAL,5,USER1,MANUAL ENTRY,2024,5,28,Tuesday,False,0,8531.81,0,2464,38086,28,0,482,6172512.304013386,7,1,0,0.12411937042217724,0
174144,310001,-4976.84,2024-06-26,2024-06-26,A/P Cash Disbursed for checks,6,USER1,MANUAL ENTRY,2024,6,26,Wednesday,False,0,4976.84,0,7685,38086,29,0,156,6172512.304013386,1,1,0,0.12296320674219652,0
19267,450010,1067.56,2024-09-01,2024-09-01,OMLAC INPUT TAX ADJUSTMENT,8,USER4,AUTOMATED ENTRY,2024,9,1,Sunday,True,0,1067.56,0,1541,4621,26,1,152,2101401.2366761686,69,0,4,0.03777935072553751,0
177237,400001,78417.83,2024-09-14,2024-09-14,A/P Total Payables for 09/24,9,USER1,MANUAL ENTRY,2024,9,14,Saturday,True,0,78417.83,0,2312,38086,28,0,823,6172512.304013386,1,1,0,0.06694665237642239,0
157741,200001,-691.0,2024-04-11,2024-04-11,Cash Recpt WTR  RECOVERY-WATER,4,USER5,MANUAL ENTRY,2024,4,11,Thursday,False,0,691.0,0,16177,3904,30,0,1646,141665.98657715722,10,1,5,0.13211561687538076,0
19179,310004,-3.01,2024-07-04,2024-07-04,RECEIPTS  TRANSLATIONS JUNE 2024,6,USER1,AUTOMATED ENTRY,2024,7,4,Thursday,False,0,3.01,0,6889,38086,32,0,1940,6172512.304013386,656,0,0,0.18597017408040484,0
19321,310004,41.56,2024-10-05,2024-10-05,RECEIPTS  TRANSLATIONS SEPT2024,9,USER1,AUTOMATED ENTRY,2024,10,5,Saturday,True,0,41.56,0,6889,38086,31,0,3395,6172512.304013386,740,0,0,0.14561751253151772,0
19320,4400005,6466.43,2024-10-05,2024-10-05,SPOT RATES SEPT 24,9,USER1,AUTOMATED ENTRY,2024,10,5,Saturday,True,0,6466.43,0,437,38086,18,0,3395,6172512.304013386,73,0,0,0.1580929281268882,0
159995,200001,0.1,2024-09-19,2024-09-19,Rentup MPK  PARKING-MONTHLY,9,USER3,MANUAL ENTRY,2024,9,19,Thursday,False,0,0.1,0,16177,19499,27,0,2740,93649.7543321324,61,1,3,0.15316626568538905,0
177641,400001,600000.0,2024-10-08,2024-10-08,A/P Total Payables for 09/24,9,USER1,MANUAL ENTRY,2024,10,8,Tuesday,False,0,600000.0,0,2312,38086,28,0,61,6172512.304013386,1,1,0,0.05707838767196427,0
158177,200001,-9078.69,2024-05-29,2024-05-29,Cash Recpt INS  RECOVERY-INSURANCE,5,USER3,MANUAL ENTRY,2024,5,29,Wednesday,False,0,9078.69,0,16177,19499,34,0,3532,93649.7543321324,40,1,3,0.1915978305878408,0
157864,450010,19768.93,2024-04-24,2024-04-24,Non-Cash Adj VAT  Value Added Tax,4,USER5,MANUAL ENTRY,2024,4,24,Wednesday,False,0,19768.93,0,1541,3904,33,0,538,141665.98657715722,2,1,5,0.10348386961044653,0
174366,402002,16935.08,2024-06-29,2024-06-29,22138 6/28/2024 CLEANING SERVICES,6,USER1,MANUAL ENTRY,2024,6,29,Saturday,True,0,16935.08,0,2464,38086,33,0,323,6172512.304013386,6,1,0,0.04851434727839776,0
159386,200001,1639.3,2024-08-16,2024-08-16,Charge OPC  RECOVERY-OP COSTS,8,USER3,MANUAL ENTRY,2024,8,16,Friday,False,0,1639.3,0,16177,19499,29,0,2598,93649.7543321324,28,1,3,0.1960767041392142,0
19205,402002,-10964.72,2024-07-24,2024-07-24,CLN-SIMSCORE,7,USER4,AUTOMATED ENTRY,2024,7,24,Wednesday,False,0,10964.72,0,2464,4621,12,0,468,2101401.2366761686,160,0,4,0.104877388969289,0
174126,310001,-5664.73,2024-06-26,2024-06-26,A/P Cash Disbursed for checks,6,USER1,MANUAL ENTRY,2024,6,26,Wednesday,False,0,5664.73,0,7685,38086,29,0,156,6172512.304013386,1,1,0,0.12296320674219652,0
19090,400001,4571.39,2024-05-11,2024-05-11,SPOT RATES APR 24,4,USER1,AUTOMATED ENTRY,2024,5,11,Saturday,True,0,4571.39,0,2312,38086,17,0,2601,6172512.304013386,15,0,0,0.14712231517009172,0
176948,400001,-29502.34,2024-09-14,2024-09-14,A/P Total Payables for 09/24,9,USER1,MANUAL ENTRY,2024,9,14,Saturday,True,0,29502.34,0,2312,38086,28,0,823,6172512.304013386,1,1,0,0.08010927491224851,0
19289,4040001,7828.97,2024-09-06,2024-09-06,AUG24 REFUSE,8,USER1,AUTOMATED ENTRY,2024,9,6,Friday,False,0,7828.97,0,441,38086,12,0,1556,6172512.304013386,15,0,0,0.20982771352644236,0
174873,400001,172.98,2024-07-23,2024-07-23,A/P Total Payables for 07/24,7,USER1,MANUAL ENTRY,2024,7,23,Tuesday,False,0,172.98,0,2312,38086,28,0,660,6172512.304013386,1,1,0,0.15539602129197083,0
19178,200001,39831.11,2024-07-05,2024-07-05,IS TRANSLATIONS JUNE 2024,6,USER1,AUTOMATED ENTRY,2024,7,5,Friday,False,0,39831.11,0,16177,38086,25,0,2228,6172512.304013386,414,0,0,0.1428799902191754,0
157414,2020001,-1428.58,2024-04-03,2024-04-03,Charge SAN  RECOVERY-SANITATION,4,USER5,MANUAL ENTRY,2024,4,3,Wednesday,False,0,1428.58,0,434,3904,31,0,1720,141665.98657715722,1,1,5,0.1219122201913575,0
19092,8600002,312.51,2024-05-11,2024-05-11,RECEIPTS  TRANSLATIONS APR 2024,4,USER1,AUTOMATED ENTRY,2024,5,11,Saturday,True,0,312.51,0,8217,38086,31,0,2601,6172512.304013386,676,0,0,0.1537361118700199,0
19104,405001,-37056.11,2024-04-17,2024-04-17,BS TRANSLATION APR 2024,4,USER4,AUTOMATED ENTRY,2024,4,17,Wednesday,False,0,37056.11,0,264,4621,23,0,1176,2101401.2366761686,42,0,4,0.09361760548455367,0
19258,402002,-6151.86,2024-08-24,2024-08-24,CLN-NEMCHEM,8,USER4,AUTOMATED ENTRY,2024,8,24,Saturday,True,0,6151.86,0,2464,4621,11,0,460,2101401.2366761686,154,0,4,0.03160191709189786,0
19305,320001,-42.09,2024-10-01,2024-10-01,WONDER GASES,9,USER4,AUTOMATED ENTRY,2024,10,1,Tuesday,False,0,42.09,0,472,4621,12,0,421,2101401.2366761686,145,0,4,0.07444066680762074,0
19194,2320001,4809.15,2024-07-15,2024-07-15,IS TRANSLATIONS JUNE 2024,7,USER1,AUTOMATED ENTRY,2024,7,15,Monday,False,0,4809.15,0,369,38086,25,0,1668,6172512.304013386,16,0,0,0.19814561235718836,0
159979,310001,497.87,2024-09-19,2024-09-19,Cash Recpt INS  RECOVERY-INSURANCE,9,USER3,MANUAL ENTRY,2024,9,19,Thursday,False,0,497.87,0,7685,19499,34,0,2740,93649.7543321324,15,1,3,0.19830665203075182,0
159725,8300010,556.59,2024-08-30,2024-08-30,Non-Cash Adj IOR  RECOVERY-INTEREST_RENT,8,USER3,MANUAL ENTRY,2024,8,30,Friday,False,0,556.59,0,851,19499,40,0,270,93649.7543321324,1,1,3,0.18487945772816206,0
157468,2020001,-404.16,2024-04-03,2024-04-03,Charge SAN  RECOVERY-SANITATION,4,USER5,MANUAL ENTRY,2024,4,3,Wednesday,False,0,404.16,0,434,3904,31,0,1720,141665.98657715722,1,1,5,0.11841646035304687,0
157666,312001,6027.92,2024-04-11,2024-04-11,Cash Recpt FEE  RECOVERY-MNGT FEE,4,USER5,MANUAL ENTRY,2024,4,11,Thursday,False,0,6027.92,0,568,3904,33,0,1646,141665.98657715722,15,1,5,0.11929985048789171,0
19321,310004,28.29,2024-10-05,2024-10-05,RECEIPTS  TRANSLATIONS SEPT2024,9,USER1,AUTOMATED ENTRY,2024,10,5,Saturday,True,0,28.29,0,6889,38086,31,0,3395,6172512.304013386,740,0,0,0.14628177509788898,0
157404,200001,398.53,2024-04-03,2024-04-03,Charge AIR  RECOVERY-AIRCON,4,USER5,MANUAL ENTRY,2024,4,3,Wednesday,False,0,398.53,0,16177,3904,27,0,1720,141665.98657715722,20,1,5,0.11864208020413602,0
19140,450010,-14418.59,2024-06-11,2024-06-11,BS TRANSLATION MAY 2024,5,USER1,AUTOMATED ENTRY,2024,6,11,Tuesday,False,0,14418.59,0,1541,38086,23,0,1375,6172512.304013386,79,0,0,0.20423303451942448,0
158992,200001,-25457.71,2024-07-30,2024-07-30,Cash Recpt SEC  RECOVERY-SECURITY,7,USER3,MANUAL ENTRY,2024,7,30,Tuesday,False,0,25457.71,0,16177,19499,33,0,3160,93649.7543321324,31,1,3,0.19436231444149038,0
19320,6020001,1642.76,2024-10-05,2024-10-05,SPOT RATES SEPT 24,9,USER1,AUTOMATED ENTRY,2024,10,5,Saturday,True,0,1642.76,0,1089,38086,18,0,3395,6172512.304013386,85,0,0,0.15334689398031748,0
19091,200001,373.59,2024-05-11,2024-05-11,IS TRANSLATIONS APR 2024,4,USER1,AUTOMATED ENTRY,2024,5,11,Saturday,True,0,373.59,0,16177,38086,24,0,2601,6172512.304013386,376,0,0,0.09519957333566398,0
157821,200001,380.96,2024-04-24,2024-04-24,Charge MPK  PARKING-MONTHLY,4,USER5,MANUAL ENTRY,2024,4,24,Wednesday,False,0,380.96,0,16177,3904,27,0,538,141665.98657715722,6,1,5,0.09751349231837692,0
19240,8600002,2111.91,2024-08-05,2024-08-05,BS TRANSLATION JULY 2024,7,USER1,AUTOMATED ENTRY,2024,8,5,Monday,False,0,2111.91,0,8217,38086,24,0,1798,6172512.304013386,676,0,0,0.18951440084217158,0
19258,402002,-22146.54,2024-08-24,2024-08-24,CLN-COMKWIK,8,USER4,AUTOMATED ENTRY,2024,8,24,Saturday,True,0,22146.54,0,2464,4621,11,0,460,2101401.2366761686,154,0,4,0.02837812877005208,0
159230,200001,45.52,2024-08-16,2024-08-16,Charge SAN  RECOVERY-SANITATION,8,USER3,MANUAL ENTRY,2024,8,16,Friday,False,0,45.52,0,16177,19499,31,0,2598,93649.7543321324,32,1,3,0.19026772419533666,0
157727,312001,225.16,2024-04-11,2024-04-11,Cash Recpt CLN  RECOVERY-CLEANING,4,USER5,MANUAL ENTRY,2024,4,11,Thursday,False,0,225.16,0,568,3904,33,0,1646,141665.98657715722,11,1,5,0.1186573102010674,0
157952,200001,-29.22,2024-05-14,2024-05-14,Cash Recpt IOR  RECOVERY-INTEREST_RENTAL,4,USER3,MANUAL ENTRY,2024,5,14,Tuesday,False,0,29.22,0,16177,19499,40,0,542,93649.7543321324,15,1,3,0.16580516863782524,0
159656,200001,-466.36,2024-08-29,2024-08-29,Non-Cash Adj RAT  RECOVERY-RATES,8,USER3,MANUAL ENTRY,2024,8,29,Thursday,False,0,466.36,0,16177,19499,32,0,424,93649.7543321324,29,1,3,0.20260220040228427,0
19271,200001,1076.29,2024-09-04,2024-09-04,IS TRANSLATIONS AUG 2024,8,USER1,AUTOMATED ENTRY,2024,9,4,Wednesday,False,0,1076.29,0,16177,38086,24,0,3071,6172512.304013386,472,0,0,0.15218725582853954,0
173568,450020,25.43,2024-06-10,2024-06-10,ZWHAR0758_02    Tax,5,USER1,MANUAL ENTRY,2024,6,10,Monday,False,0,25.43,0,2369,38086,19,0,343,6172512.304013386,2,1,0,0.17847733715748387,0
19140,8600002,8.1,2024-06-11,2024-06-11,BS TRANSLATION MAY 2024,5,USER1,AUTOMATED ENTRY,2024,6,11,Tuesday,False,0,8.1,0,8217,38086,23,0,1375,6172512.304013386,608,0,0,0.15027928319574663,0
158195,200001,101465.42,2024-05-29,2024-05-29,Charge COM  RENTAL-COMMERCIAL,5,USER3,MANUAL ENTRY,2024,5,29,Wednesday,False,0,101465.42,0,16177,19499,29,0,3532,93649.7543321324,38,1,3,0.12626807413270313,0
158966,310001,16304.17,2024-07-30,2024-07-30,Cash Recpt RAT  RECOVERY-RATES,7,USER3,MANUAL ENTRY,2024,7,30,Tuesday,False,0,16304.17,0,7685,19499,30,0,3160,93649.7543321324,16,1,3,0.20561970108863314,0
19334,450015,-369.14,2024-10-07,2024-10-07,BS TRANSLATION SEPT  2024,9,USER1,AUTOMATED ENTRY,2024,10,7,Monday,False,0,369.14,0,249,38086,25,0,2120,6172512.304013386,9,0,0,0.18228568411996432,0
19216,200001,136.07,2024-08-03,2024-08-03,IS TRANSLATIONS JULY 2024,7,USER1,AUTOMATED ENTRY,2024,8,3,Saturday,True,0,136.07,0,16177,38086,25,0,3287,6172512.304013386,479,0,0,0.11631700058713113,0
157473,200001,7052.09,2024-04-03,2024-04-03,Charge VAT  Value Added Tax,4,USER5,MANUAL ENTRY,2024,4,3,Wednesday,False,0,7052.09,0,16177,3904,27,0,1720,141665.98657715722,7,1,5,0.1106381334256682,0
19290,402002,-25009.28,2024-09-06,2024-09-06,BS TRANSLATION AUGUST  2024,8,USER1,AUTOMATED ENTRY,2024,9,6,Friday,False,0,25009.28,0,2464,38086,27,0,1556,6172512.304013386,32,0,0,0.20180146953849804,0
158402,200001,-445.3,2024-05-29,2024-05-29,Cash Recpt WTR  RECOVERY-WATER,5,USER3,MANUAL ENTRY,2024,5,29,Wednesday,False,0,445.3,0,16177,19499,30,0,3532,93649.7543321324,9,1,3,0.1961942123819811,0
158956,200001,19700.67,2024-07-30,2024-07-30,Charge RAT  RECOVERY-RATES,7,USER3,MANUAL ENTRY,2024,7,30,Tuesday,False,0,19700.67,0,16177,19499,26,0,3160,93649.7543321324,11,1,3,0.1974810541127755,0
19124,402003,12923.29,2024-06-07,2024-06-07,REV JE0019123 ADVANCE RENT - MAY 2024,6,USER6,AUTOMATED ENTRY,2024,6,7,Friday,False,0,12923.29,0,948,1162,37,0,228,77803.0014004428,53,0,6,0.07750467087708168,0
19195,200001,159812.4,2024-07-15,2024-07-15,IS TRANSLATIONS JUNE 2024,7,USER1,AUTOMATED ENTRY,2024,7,15,Monday,False,0,159812.4,0,16177,38086,25,0,1668,6172512.304013386,413,0,0,0.08986431484487345,0
158197,200001,-10469.54,2024-05-29,2024-05-29,Cash Recpt AIR  RECOVERY-AIRCON,5,USER3,MANUAL ENTRY,2024,5,29,Wednesday,False,0,10469.54,0,16177,19499,31,0,3532,93649.7543321324,51,1,3,0.17076920694716702,0
19313,200001,13049.54,2024-10-03,2024-10-03,ADVANCE RENT - SEPTEMBER 2024,9,USER6,AUTOMATED ENTRY,2024,10,3,Thursday,False,0,13049.54,0,16177,1162,29,0,108,77803.0014004428,54,0,6,0.047791361205234306,0
19140,8600002,3592.19,2024-06-11,2024-06-11,BS TRANSLATION MAY 2024,5,USER1,AUTOMATED ENTRY,2024,6,11,Tuesday,False,0,3592.19,0,8217,38086,23,0,1375,6172512.304013386,608,0,0,0.14879545378588727,0
159411,2000001,-26009.26,2024-08-16,2024-08-16,Charge RAT  RECOVERY-RATES,8,USER3,MANUAL ENTRY,2024,8,16,Friday,False,0,26009.26,0,469,19499,26,0,2598,93649.7543321324,1,1,3,0.17952135665027924,0
159291,312001,297.2,2024-08-16,2024-08-16,Cash Recpt LND  RECOVERY-LANDSCAPING,8,USER3,MANUAL ENTRY,2024,8,16,Friday,False,0,297.2,0,568,19499,36,0,2598,93649.7543321324,14,1,3,0.18028922117527413,0
159500,310001,4591.27,2024-08-20,2024-08-20,Cash Recpt WTR  RECOVERY-WATER,8,USER3,MANUAL ENTRY,2024,8,20,Tuesday,False,0,4591.27,0,7685,19499,30,0,1134,93649.7543321324,17,1,3,0.20250188488354143,0
19132,4020001,182083.72,2024-06-09,2024-06-09,ELECTRICITY  TRANS  ACCRUAL  MAY 2024,5,USER1,AUTOMATED ENTRY,2024,6,9,Sunday,True,0,182083.72,0,208,38086,37,0,2801,6172512.304013386,10,0,0,0.12527421148196483,0
177543,6020001,4288.33,2024-10-07,2024-10-07,ZWHAR0761_06    Management Fee,9,USER1,MANUAL ENTRY,2024,10,7,Monday,False,0,4288.33,0,1089,38086,30,0,2120,6172512.304013386,1,1,0,0.1366618560112418,0
19189,402003,-19574.14,2024-07-06,2024-07-06,BS TRANSLATION JUNE 2024,6,USER1,AUTOMATED ENTRY,2024,7,6,Saturday,True,0,19574.14,0,948,38086,24,0,1289,6172512.304013386,49,0,0,0.16118267210113174,0
174414,402002,20209.82,2024-06-29,2024-06-29,ZW42            GARDEN MAINTENANCE MAY,6,USER1,MANUAL ENTRY,2024,6,29,Saturday,True,0,20209.82,0,2464,38086,38,0,323,6172512.304013386,6,1,0,0.05010441356213913,0
19071,200001,-192.78,2024-05-07,2024-05-07,REV JE0019070 ADVANCE RENT - APRIL 2024,5,USER6,AUTOMATED ENTRY,2024,5,7,Tuesday,False,0,192.78,0,16177,1162,39,0,212,77803.0014004428,53,0,6,0.07372404927616205,0
19271,200001,89327.69,2024-09-04,2024-09-04,IS TRANSLATIONS AUG 2024,8,USER1,AUTOMATED ENTRY,2024,9,4,Wednesday,False,0,89327.69,0,16177,38086,24,0,3071,6172512.304013386,472,0,0,0.12389454597435612,0
19155,4300075,3173.04,2024-07-01,2024-07-01,CLN-SIMSCORE,6,USER1,AUTOMATED ENTRY,2024,7,1,Monday,False,0,3173.04,0,357,38086,12,0,480,6172512.304013386,35,0,0,0.19244383685094213,0
19092,310004,-201.09,2024-05-11,2024-05-11,RECEIPTS  TRANSLATIONS APR 2024,4,USER1,AUTOMATED ENTRY,2024,5,11,Saturday,True,0,201.09,0,6889,38086,31,0,2601,6172512.304013386,676,0,0,0.15548884390143258,0
19272,310004,-55.28,2024-09-04,2024-09-04,BC TRANSLATION AUG24,8,USER1,AUTOMATED ENTRY,2024,9,4,Wednesday,False,0,55.28,0,6889,38086,20,0,3071,6172512.304013386,21,0,0,0.19172658418231947,0
19216,2710001,-3590.49,2024-08-03,2024-08-03,IS TRANSLATIONS JULY 2024,7,USER1,AUTOMATED ENTRY,2024,8,3,Saturday,True,0,3590.49,0,745,38086,25,0,3287,6172512.304013386,50,0,0,0.1733015679360631,0
19216,200001,6133.42,2024-08-03,2024-08-03,IS TRANSLATIONS JULY 2024,7,USER1,AUTOMATED ENTRY,2024,8,3,Saturday,True,0,6133.42,0,16177,38086,25,0,3287,6172512.304013386,479,0,0,0.11553580694041443,0
177470,400001,-3236.32,2024-10-07,2024-10-07,A/P Total Payables for 09/24,9,USER1,MANUAL ENTRY,2024,10,7,Monday,False,0,3236.32,0,2312,38086,28,0,2120,6172512.304013386,1,1,0,0.13948463369452252,0
19189,400001,-1282.12,2024-07-06,2024-07-06,BS TRANSLATION JUNE 2024,6,USER1,AUTOMATED ENTRY,2024,7,6,Saturday,True,0,1282.12,0,2312,38086,24,0,1289,6172512.304013386,79,0,0,0.16950147209128275,0
159282,200001,-5189.1,2024-08-16,2024-08-16,Cash Recpt RES  RENTAL-RESIDENTIAL,8,USER3,MANUAL ENTRY,2024,8,16,Friday,False,0,5189.1,0,16177,19499,34,0,2598,93649.7543321324,4,1,3,0.1800618746003706,0
159345,1000001,-58648.6,2024-08-16,2024-08-16,Charge COM  RENTAL-COMMERCIAL,8,USER3,MANUAL ENTRY,2024,8,16,Friday,False,0,58648.6,0,434,19499,29,0,2598,93649.7543321324,1,1,3,0.1671836938865115,0
172974,402002,1235.57,2024-05-28,2024-05-28,21825 5/21/2024 DUMPING FESS,5,USER1,MANUAL ENTRY,2024,5,28,Tuesday,False,0,1235.57,0,2464,38086,28,0,482,6172512.304013386,12,1,0,0.12840795975502717,0
159280,310001,938.39,2024-08-16,2024-08-16,Cash Recpt FEE  RECOVERY-MNGT FEE,8,USER3,MANUAL ENTRY,2024,8,16,Friday,False,0,938.39,0,7685,19499,33,0,2598,93649.7543321324,13,1,3,0.20336725260165245,0
19268,402003,-162.07,2024-09-02,2024-09-02,ADVANCE RENT SEP 2024,8,USER6,AUTOMATED ENTRY,2024,9,2,Monday,False,0,162.07,0,948,1162,21,0,220,77803.0014004428,55,0,6,0.08181128360317236,0
158642,8300010,-80.91,2024-06-28,2024-06-28,Charge IOR  RECOVERY-INTEREST_RENTAL,6,USER3,MANUAL ENTRY,2024,6,28,Friday,False,0,80.91,0,851,19499,36,0,3030,93649.7543321324,1,1,3,0.19583272434944304,0
19271,200001,13795.38,2024-09-04,2024-09-04,IS TRANSLATIONS AUG 2024,8,USER1,AUTOMATED ENTRY,2024,9,4,Wednesday,False,0,13795.38,0,16177,38086,24,0,3071,6172512.304013386,472,0,0,0.147813186173138,0
19216,2200001,-736.38,2024-08-03,2024-08-03,IS TRANSLATIONS JULY 2024,7,USER1,AUTOMATED ENTRY,2024,8,3,Saturday,True,0,736.38,0,358,38086,25,0,3287,6172512.304013386,24,0,0,0.1735233454916174,0
158263,200001,-339.31,2024-05-29,2024-05-29,Cash Recpt FEE  RECOVERY-MNGT FEE,5,USER3,MANUAL ENTRY,2024,5,29,Wednesday,False,0,339.31,0,16177,19499,33,0,3532,93649.7543321324,37,1,3,0.19413211947522274,0
19205,4130001,2430.0,2024-07-24,2024-07-24,LFT-SCHINDWE,7,USER4,AUTOMATED ENTRY,2024,7,24,Wednesday,False,0,2430.0,0,115,4621,12,0,468,2101401.2366761686,17,0,4,0.11194559675964033,0
158444,310001,-1228.86,2024-07-06,2024-07-06,Paymnt Rev RAT  RECOVERY-RATES,5,USER3,MANUAL ENTRY,2024,7,6,Saturday,True,0,1228.86,0,7685,19499,30,0,98,93649.7543321324,14,1,3,0.08815317031348824,0
